MessageText	JudgedDomain	JudgedConstraints	JudgedIntent
what is sha lis SubstrateSearchWorkingSession-Jan2020	PEOPLE	what is <contact_name> sha li </contact_name> s <people_attribute> SubstrateSearchWorkingSession-Jan2020 </people_attribute>	search_people_attribute
ben open The day after - R2 Prep file by shravan kumar chava	FILES	<contact_name> ben </contact_name> open <file_keyword> The day after - R2 Prep </file_keyword> file by <contact_name> shravan kumar chava </contact_name>	file_open
open Cortana Platform Weekly Shiproom 10Feb2020 files by shravan kumar chava	FILES	open <file_keyword> Cortana Platform Weekly Shiproom 10Feb2020 </file_keyword> files by <contact_name> shravan kumar chava </contact_name>	file_open
where am i doing this weekend	CALENDAR	where am i doing <start_date> this weekend </start_date>	find_calendar_where
where is jons Doppler Probe Command and Control	PEOPLE	where is <contact_name> jon </contact_name> s <people_attribute> Doppler Probe Command and Control </people_attribute>	search_people_attribute
whats andreass Calendar Skill	PEOPLE	whats <contact_name> andreas </contact_name> s <people_attribute> Calendar Skill </people_attribute>	search_people_attribute
robins DRI	PEOPLE	<contact_name> robin </contact_name> s <people_attribute> DRI </people_attribute>	search_people_attribute
my meeting SDF2MSIT_Bugbash	CALENDAR	my meeting <title> SDF2MSIT_Bugbash </title>	find_calendar_entry
document by yaram venkata about HCL_FHL2019_Android Screen Reader Development and Requirement Study	FILES	document by <contact_name> yaram venkata </contact_name> about <file_keyword> HCL_FHL2019_Android Screen Reader Development and Requirement Study </file_keyword>	file_search
can you find Signed_Tax_InvoiceReceipt_No_115113 document by suman	FILES	can you find <file_keyword> Signed_Tax_InvoiceReceipt_No_115113 </file_keyword> document by <contact_name> suman </contact_name>	file_search
send email to craig that Substrate Perf Shiproom - 2020-1-08	EMAIL	send <message_type> email </message_type> to <contact_name> craig </contact_name> that <message> Substrate Perf Shiproom - 2020-1-08 </message>	send_email
today at 300 pm	CALENDAR	<start_date> today </start_date> at <start_time> 300 pm </start_time>	create_calendar_entry
NL Search for Files Dev Spec file	FILES	<file_keyword> NL Search for Files Dev Spec </file_keyword> file	file_search
findi me Q2 OKR - Scoring and Retrospective xlsx by ashuthosh	FILES	findi me <file_keyword> Q2 OKR - Scoring and Retrospective </file_keyword> <file_type> xlsx </file_type> by <contact_name> ashuthosh </contact_name>	file_search
find PartnerFeedback_Oct2019 for gigi joseph	PEOPLE	find <people_attribute> PartnerFeedback_Oct2019 </people_attribute> for <contact_name> gigi joseph </contact_name>	search_people_attribute
rich mains Microsoft Teams PM All Hands - January 22nd, 2020	PEOPLE	<contact_name> rich mains </contact_name> <people_attribute> Microsoft Teams PM All Hands - January 22nd, 2020 </people_attribute>	search_people_attribute
remind me to PerfStatusUpdates at	REMINDER	remind me to <reminder_text> PerfStatusUpdates </reminder_text> at	create_single_reminder
xls by upadhyaya about Overview_AzureCompliance_Tracker_Current	FILES	<file_type> xls </file_type> by <contact_name> upadhyaya </contact_name> about <file_keyword> Overview_AzureCompliance_Tracker_Current </file_keyword>	file_search
from bob about QuickBuild	TEAMSMESSAGE	from <contact_name_from> bob </contact_name_from> about <keyword> QuickBuild </keyword>	search_message
docx by venkata suman yaram about AmbariPortals7a964945-0f2b-4f86-818c-c77cb364b254_2-3-2020	FILES	<file_type> docx </file_type> by <contact_name> venkata suman yaram </contact_name> about <file_keyword> AmbariPortals7a964945-0f2b-4f86-818c-c77cb364b254_2-3-2020 </file_keyword>	file_search
docx shared by suman venkat	FILES	<file_type> docx </file_type> <file_action> shared </file_action> by <contact_name> suman venkat </contact_name>	file_search
who is my l1	PEOPLE	who is my <job_title> l1 </job_title>	search_people_by_attribute
ashuthosh upadhyayas spreadsheet files shared with me	FILES	<contact_name> ashuthosh upadhyaya </contact_name> s <file_type> spreadsheet </file_type> files <file_action> shared </file_action> with <to_contact_name> me </to_contact_name>	file_search
show me Cortana Platform Weekly Shiproom 10Feb2020 of sha li	PEOPLE	show me <people_attribute> Cortana Platform Weekly Shiproom 10Feb2020 </people_attribute> of <contact_name> sha li </contact_name>	search_people_attribute
remind me to APIs in two minutes	REMINDER	remind me to <reminder_text> APIs </reminder_text> <start_time> in two minutes </start_time>	create_single_reminder
remind me to Coronavirus Outbreak - ERT List (during CNY) at 1243	REMINDER	remind me to <reminder_text> Coronavirus Outbreak - ERT List (during CNY) </reminder_text> at <start_time> 1243 </start_time>	create_single_reminder
find jons TeamsTeamDefectRate	PEOPLE	find <contact_name> jon </contact_name> s <people_attribute> TeamsTeamDefectRate </people_attribute>	search_people_attribute
where is saojis Calling on Outlook Mobile Commute	PEOPLE	where is <contact_name> saoji </contact_name> s <people_attribute> Calling on Outlook Mobile Commute </people_attribute>	search_people_attribute
add MicrosoftSearch-UniversalAPI to my ignore list	NOTE	add <note_text> MicrosoftSearch-UniversalAPI </note_text> to my <title> ignore </title> <data_type> list </data_type>	add_to_note
xls by ashuthosh about Team Status	FILES	<file_type> xls </file_type> by <contact_name> ashuthosh </contact_name> about <file_keyword> Team Status </file_keyword>	file_search
add focus time for monday at 300 pm	CALENDAR	add <meeting_type> focus </meeting_type> time for <start_date> monday </start_date> at <start_time> 300 pm </start_time>	create_calendar_entry
find documents from ramesh	FILES	find documents from <contact_name> ramesh </contact_name>	file_search
set up a meeting with diego	CALENDAR	set up a meeting with <contact_name> diego </contact_name>	create_calendar_entry
docx modified by yaram	FILES	<file_type> docx </file_type> <file_action> modified </file_action> by <contact_name> yaram </contact_name>	file_search
join my afternoon meeting with siddharth	CALENDAR	join my <start_time> afternoon </start_time> meeting with <contact_name> siddharth </contact_name>	connect_to_meeting
when was my last meeting with carl	CALENDAR	when was my <order_ref> last </order_ref> meeting with <contact_name> carl </contact_name>	find_calendar_when
when is my next 2019_12_13_DesignReview appointment	CALENDAR	when is my <start_time> next </start_time> <title> 2019_12_13_DesignReview </title> appointment	find_calendar_when
what is jose SM FY20 preview scenarios	PEOPLE	what is <contact_name> jose </contact_name> <people_attribute> SM FY20 preview scenarios </people_attribute>	search_people_attribute
Install windows Updates.On.Remote.Machines with Reboot document by venkata	FILES	<file_keyword> Install windows Updates.On.Remote.Machines with Reboot </file_keyword> document by <contact_name> venkata </contact_name>	file_search
remind me to OM Cortana at eight 2790	REMINDER	remind me to <reminder_text> OM Cortana </reminder_text> at <start_time> eight 2790 </start_time>	create_single_reminder
document suman shared about Teams_Cortana discoverability text for mobile	FILES	document <contact_name> suman </contact_name> <file_action> shared </file_action> about <file_keyword> Teams_Cortana discoverability text for mobile </file_keyword>	file_search
Day in a life - Outlook Cortana Dec 17 shwetambari	PEOPLE	<people_attribute> Day in a life - Outlook Cortana Dec 17 </people_attribute> <contact_name> shwetambari </contact_name>	search_people_attribute
when is my next Cortana on Windows Vibranium International Plan meeting with tony	CALENDAR	when is my <start_time> next </start_time> <title> Cortana on Windows Vibranium International Plan </title> meeting with <contact_name> tony </contact_name>	find_calendar_when
QuestionsPerCategory xls	FILES	<file_keyword> QuestionsPerCategory </file_keyword> <file_type> xls </file_type>	file_search
who is partner technical advisor	PEOPLE	who is <job_title> partner technical advisor </job_title>	search_people_by_attribute
document yaram shared about VoiceDesignBrownBag.1.28.20	FILES	document <contact_name> yaram </contact_name> <file_action> shared </file_action> about <file_keyword> VoiceDesignBrownBag.1.28.20 </file_keyword>	file_search
new reminder Knowledge Mining Team Capacity Plan at 1100 am	REMINDER	new reminder <reminder_text> Knowledge Mining Team Capacity Plan </reminder_text> at <start_time> 1100 am </start_time>	create_single_reminder
xlsx upadhyaya sent	FILES	<file_type> xlsx </file_type> <contact_name> upadhyaya </contact_name> <file_action> sent </file_action>	file_search
mail ashok FY20 Q3 Assistant Platform OKR	EMAIL	mail <contact_name> ashok </contact_name> <message> FY20 Q3 Assistant Platform OKR </message>	send_email
[PM spec]Teams Mobile Search Instrumentation word	FILES	<file_keyword> [PM spec]Teams Mobile Search Instrumentation </file_keyword> <file_type> word </file_type>	file_search
add Reducing Kusto Logging COGS to my ignore list	NOTE	add <note_text> Reducing Kusto Logging COGS </note_text> to my <title> ignore </title> <data_type> list </data_type>	add_to_note
findi me FY19-20 AI in M365 readiness xlsx by ashuthosh	FILES	findi me <file_keyword> FY19-20 AI in M365 readiness </file_keyword> <file_type> xlsx </file_type> by <contact_name> ashuthosh </contact_name>	file_search
can you give me richs Bug Template and other useful info	PEOPLE	can you give me <contact_name> rich </contact_name> s <people_attribute> Bug Template and other useful info </people_attribute>	search_people_attribute
Quick Notes deck for malik	FILES	<file_keyword> Quick Notes </file_keyword> <file_type> deck </file_type> for <contact_name> malik </contact_name>	file_search
people familiar with ml	PEOPLE	people familiar with <skill_name> ml </skill_name>	search_people_by_attribute
that one	CALENDAR	that one	connect_to_meeting
what is joses Production address	PEOPLE	what is <contact_name> jose </contact_name> s <people_attribute> Production </people_attribute> address	search_people_attribute
send a mail to ashok that 2019-04 - Outlook Search FY20 Framing	EMAIL	send a <message_type> mail </message_type> to <contact_name> ashok </contact_name> that <message> 2019-04 - Outlook Search FY20 Framing </message>	send_email
email craig TTTestingProgress9_24	EMAIL	email <contact_name> craig </contact_name> <message> TTTestingProgress9_24 </message>	send_email
scotts MVPSummit_MicrosoftTeamsArchitectureSession_March2019	PEOPLE	<contact_name> scott </contact_name> s <people_attribute> MVPSummit_MicrosoftTeamsArchitectureSession_March2019 </people_attribute>	search_people_attribute
reminder to SERP Grid and Layout at 600 pm	REMINDER	reminder to <reminder_text> SERP Grid and Layout </reminder_text> at <start_time> 600 pm </start_time>	create_single_reminder
xls by upadhyaya about Bing for Business Shiproom - old format	FILES	<file_type> xls </file_type> by <contact_name> upadhyaya </contact_name> about <file_keyword> Bing for Business Shiproom - old format </file_keyword>	file_search
what is chads Meeting Intent and Availability Inquiry Intent Annotation Guidelines	PEOPLE	what is <contact_name> chad </contact_name> s <people_attribute> Meeting Intent and Availability Inquiry Intent Annotation Guidelines </people_attribute>	search_people_attribute
show me nitin pandes סיפתח	PEOPLE	show me <contact_name> nitin pande </contact_name> s <people_attribute> סיפתח </people_attribute>	search_people_attribute
my next Cortana_Processing state	CALENDAR	my <start_time> next </start_time> <title> Cortana_Processing state </title>	find_calendar_entry
which [Migrated] Onboarding to ExP does nitin pande belong to	PEOPLE	which <people_attribute> [Migrated] Onboarding to ExP </people_attribute> does <contact_name> nitin pande </contact_name> belong to	search_people_attribute
