ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedIntent	JudgedDomain	JudgedConstraints	ConversationContext	MetaData	Frequency	Cat
filesearch_fileType_125	0		user	show me FY21 Substrate Budget Planning of sha li	search_people_attribute	PEOPLE	show me <people_attribute> FY21 Substrate Budget Planning </people_attribute> of <contact_name> sha li </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_126	0		user	set a reminder to Search fallback on Teams product plan - H2FY20 on saturday	create_single_reminder	REMINDER	set a reminder to <reminder_text> Search fallback on Teams product plan - H2FY20 </reminder_text> on <start_date> saturday </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_127	0		user	what is lisas OneNote_DeletedPages	search_people_attribute	PEOPLE	what is <contact_name> lisa </contact_name> s <people_attribute> OneNote_DeletedPages </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_128	0		user	add Cortana on Teams - Messaging Skills Improvements to my wunderlist	add_to_note	NOTE	add <note_text> Cortana on Teams - Messaging Skills Improvements </note_text> to my <app_name> wunderlist </app_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_129	0		user	what is Audience Expansion for allison	search_people_attribute	PEOPLE	what is <people_attribute> Audience Expansion </people_attribute> for <contact_name> allison </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_130	0		user	spreadsheet by upadhyaya named Transition to MSE 2.0 - Israel	file_search	FILES	<file_type> spreadsheet </file_type> by <contact_name> upadhyaya </contact_name> named <file_name> Transition to MSE 2.0 - Israel </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_131	0		user	add UWP Skill roundup - Privacy Security Compliance tracking to my calendar at 630 pm today	create_calendar_entry	CALENDAR	add <title> UWP Skill roundup - Privacy Security Compliance tracking </title> to my calendar at <start_time> 630 pm </start_time> <start_date> today </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_132	0		user	add 2020-01-16-MSAI Assistant Initiative Review to my packing list	add_to_note	NOTE	add <note_text> 2020-01-16-MSAI Assistant Initiative Review </note_text> to my <title> packing </title> <data_type> list </data_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_133	0		user	remind me to Exchange Service Overview when i reach starbucks	create_single_reminder	REMINDER	remind me to <reminder_text> Exchange Service Overview </reminder_text> when i reach <implicit_location> starbucks </implicit_location>	{}	[]	1	PositiveFullMatch
filesearch_fileType_134	0		user	mail perry	send_email	EMAIL	mail <contact_name> perry </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_135	0		user	what is shwetambari mokadam Gunsmoke Alpha	search_people_attribute	PEOPLE	what is <contact_name> shwetambari mokadam </contact_name> <people_attribute> Gunsmoke Alpha </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_136	0		user	what do i have on april 10th	find_calendar_entry	CALENDAR	what do i have on <start_date> april 10th </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_137	0		user	can you fin Jan Review word by yaram venkata	file_search	FILES	can you fin <file_keyword> Jan Review </file_keyword> <file_type> word </file_type> by <contact_name> yaram venkata </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_138	0		user	find allisons Search_backlog	search_people_attribute	PEOPLE	find <contact_name> allison </contact_name> s <people_attribute> Search_backlog </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_139	0		user	find me Analyzing Experiments - Advanced docx by suman	file_search	FILES	find me <file_keyword> Analyzing Experiments - Advanced </file_keyword> <file_type> docx </file_type> by <contact_name> suman </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_140	0		user	my upcoming iOS Commute Pass - Weekly meeting location	find_calendar_where	CALENDAR	my <start_time> upcoming </start_time> <title> iOS Commute Pass - Weekly </title> meeting location	{}	[]	1	PositiveFullMatch
filesearch_fileType_141	0		user	excel by ashuthosh upadhyaya about Online Experiment Review - VATI Commercial	file_search	FILES	<file_type> excel </file_type> by <contact_name> ashuthosh upadhyaya </contact_name> about <file_keyword> Online Experiment Review - VATI Commercial </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_142	0		user	open Signals Across Stack docx by yaram	file_open	FILES	open <file_keyword> Signals Across Stack </file_keyword> <file_type> docx </file_type> by <contact_name> yaram </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_143	0		user	send a note to beryl Tasks Skill = Answer	send_email	EMAIL	send a <message_type> note </message_type> to <contact_name> beryl </contact_name> <message> Tasks Skill = Answer </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_144	0		user	add Convergence_TVS+SA to my list	add_to_note	NOTE	add <note_text> Convergence_TVS+SA </note_text> to my <data_type> list </data_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_145	0		user	remove [Dev spec]Teams Mobile Search Baseline Instrumentation from my baking list	delete_note_item	NOTE	remove <note_text> [Dev spec]Teams Mobile Search Baseline Instrumentation </note_text> from my <title> baking </title> <data_type> list </data_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_146	0		user	whats craigs Bootcamp TOC	search_people_attribute	PEOPLE	whats <contact_name> craig </contact_name> s <people_attribute> Bootcamp TOC </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_147	0		user	send a note to ashok Substrate Perf Shiproom - 2020-1-08	send_email	EMAIL	send a <message_type> note </message_type> to <contact_name> ashok </contact_name> <message> Substrate Perf Shiproom - 2020-1-08 </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_148	0		user	where is shirishs S+A OM focused Shiproom 01212020	search_people_attribute	PEOPLE	where is <contact_name> shirish </contact_name> s <people_attribute> S+A OM focused Shiproom 01212020 </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_149	0		user	schedule a meeting with august niehaus and ryan bielby about Monitoring and Diagnostics Brown Bag	create_calendar_entry	CALENDAR	schedule a meeting with <contact_name> august niehaus </contact_name> and <contact_name> ryan bielby </contact_name> about <title> Monitoring and Diagnostics Brown Bag </title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_150	0		user	i need STCA Tech Talk Series for nitin pande	search_people_attribute	PEOPLE	i need <people_attribute> STCA Tech Talk Series </people_attribute> for <contact_name> nitin pande </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_151	0		user	open Cortana on Windows Vibranium International Plan document by venkata suman yara	file_open	FILES	open <file_keyword> Cortana on Windows Vibranium International Plan </file_keyword> document by <contact_name> venkata suman yara </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_152	0		user	find Teams Free Teams Paid  Business Review - Nov 2019 word	file_search	FILES	find <file_keyword> Teams Free Teams Paid  Business Review - Nov 2019 </file_keyword> <file_type> word </file_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_153	0		user	word named Teams Instrumentation Events Breakdown	file_search	FILES	<file_type> word </file_type> named <file_name> Teams Instrumentation Events Breakdown </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_154	0		user	mail satya Alerts	send_email	EMAIL	mail <contact_name> satya </contact_name> <message> Alerts </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_155	0		user	can you give me richs 6to5	search_people_attribute	PEOPLE	can you give me <contact_name> rich </contact_name> s <people_attribute> 6to5 </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_156	0		user	email ashok Efficient Monitoring With Geneva - Best Practices	send_email	EMAIL	email <contact_name> ashok </contact_name> <message> Efficient Monitoring With Geneva - Best Practices </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_157	0		user	send email to beryl	send_email	EMAIL	send <message_type> email </message_type> to <contact_name> beryl </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_158	0		user	Birthdays document by yaram venkata	file_search	FILES	<file_keyword> Birthdays </file_keyword> document by <contact_name> yaram venkata </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_159	0		user	where is my next [PM Spec] Metrics (Client) in PME Scorecard for Experiment meeting with tony	find_calendar_where	CALENDAR	where is my <start_time> next </start_time> <title> [PM Spec] Metrics (Client) in PME Scorecard for Experiment </title> meeting with <contact_name> tony </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_160	0		user	find messages in dri chat about Untitled Section	search_message	TEAMSMESSAGE	find messages in <chat_name> dri </chat_name> chat about <keyword> Untitled Section </keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_161	0		user	xlsx by ashuthosh upadhyaya called FY20 Q3  Scheduling Intent OKRs	file_search	FILES	<file_type> xlsx </file_type> by <contact_name> ashuthosh upadhyaya </contact_name> called <file_name> FY20 Q3  Scheduling Intent OKRs </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_162	0		user	add Business Voice Updates 1 24 20 into my task list	add_to_note	NOTE	add <note_text> Business Voice Updates 1 24 20 </note_text> into my <title> task </title> <data_type> list </data_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_163	0		user	email andrew Teams Offsite 2020 (Kollam)	send_email	EMAIL	email <contact_name> andrew </contact_name> <message> Teams Offsite 2020 (Kollam) </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_164	0		user	can you find QuestionsPerCategory xls by upadhyaya	file_search	FILES	can you find <file_keyword> QuestionsPerCategory </file_keyword> <file_type> xls </file_type> by <contact_name> upadhyaya </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_165	0		user	when is my next Drive VST Reach &amp; Retention via Data meeting	find_calendar_when	CALENDAR	when is my <start_time> next </start_time> <title> Drive VST Reach &amp; Retention via Data </title> meeting	{}	[]	1	PositiveFullMatch
filesearch_fileType_166	0		user	what is beryls Kingston-WorkingDeck	search_people_attribute	PEOPLE	what is <contact_name> beryl </contact_name> s <people_attribute> Kingston-WorkingDeck </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_167	0		user	excel ashuthosh upadhyaya shared about Cortana in Teams - Contact Resolution in Communication Skills	file_search	FILES	<file_type> excel </file_type> <contact_name> ashuthosh upadhyaya </contact_name> <file_action> shared </file_action> about <file_keyword> Cortana in Teams - Contact Resolution in Communication Skills </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_168	0		user	find AzureArmManagementPortsfc7ebf7d-b3ae-45c2-9c08-67d0ae8ce012_1-27-2020 of jaclyn	search_people_attribute	PEOPLE	find <people_attribute> AzureArmManagementPortsfc7ebf7d-b3ae-45c2-9c08-67d0ae8ce012_1-27-2020 </people_attribute> of <contact_name> jaclyn </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_169	0		user	what time is my last meeting	find_calendar_when	CALENDAR	what time is my <order_ref> last </order_ref> meeting	{}	[]	1	PositiveFullMatch
filesearch_fileType_170	0		user	vind me Voice Skills - Native Flow Fallback for Contact Resolution xlsx by upadhyaya	file_search	FILES	vind me <file_keyword> Voice Skills - Native Flow Fallback for Contact Resolution </file_keyword> <file_type> xlsx </file_type> by <contact_name> upadhyaya </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_171	0		user	send mail to perry that Microsoft Search Overview	send_email	EMAIL	send <message_type> mail </message_type> to <contact_name> perry </contact_name> that <message> Microsoft Search Overview </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_172	0		user	share Perf Dependencies &amp; Contracts presentation with carrie parker	file_share	FILES	share <file_keyword> Perf Dependencies &amp; Contracts </file_keyword> <file_type> presentation </file_type> with <to_contact_name> carrie parker </to_contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_173	0		user	what is erins iOS Core Skills + Extras	search_people_attribute	PEOPLE	what is <contact_name> erin </contact_name> s <people_attribute> iOS Core Skills + Extras </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_174	0		user	what is sha lis SubstrateSearchWorkingSession-Jan2020	search_people_attribute	PEOPLE	what is <contact_name> sha li </contact_name> s <people_attribute> SubstrateSearchWorkingSession-Jan2020 </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_175	0		user	ben open The day after - R2 Prep file by shravan kumar chava	file_open	FILES	<contact_name> ben </contact_name> open <file_keyword> The day after - R2 Prep </file_keyword> file by <contact_name> shravan kumar chava </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_176	0		user	open Cortana Platform Weekly Shiproom 10Feb2020 files by shravan kumar chava	file_open	FILES	open <file_keyword> Cortana Platform Weekly Shiproom 10Feb2020 </file_keyword> files by <contact_name> shravan kumar chava </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_177	0		user	where am i doing this weekend	find_calendar_where	CALENDAR	where am i doing <start_date> this weekend </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_178	0		user	where is jons Doppler Probe Command and Control	search_people_attribute	PEOPLE	where is <contact_name> jon </contact_name> s <people_attribute> Doppler Probe Command and Control </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_179	0		user	whats andreass Calendar Skill	search_people_attribute	PEOPLE	whats <contact_name> andreas </contact_name> s <people_attribute> Calendar Skill </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_180	0		user	robins DRI	search_people_attribute	PEOPLE	<contact_name> robin </contact_name> s <people_attribute> DRI </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_181	0		user	my meeting SDF2MSIT_Bugbash	find_calendar_entry	CALENDAR	my meeting <title> SDF2MSIT_Bugbash </title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_182	0		user	document by yaram venkata about HCL_FHL2019_Android Screen Reader Development and Requirement Study	file_search	FILES	document by <contact_name> yaram venkata </contact_name> about <file_keyword> HCL_FHL2019_Android Screen Reader Development and Requirement Study </file_keyword>	{}	[]	1	PositiveFullMatch
