MessageText	JudgedDomain	JudgedConstraints	JudgedIntent
from tim vss attachments	EMAILSEARCH	from <contact_name_from> tim </contact_name_from> <attachment_type> vss </attachment_type> <attachment> attachments </attachment>	search_email
open files with attachments from mary	EMAILSEARCH	open  files  with <attachment> attachments </attachment> from <contact_name_from> mary </contact_name_from>	search_email
find files with an attachment	EMAILSEARCH	find  files  with an <attachment> attachment </attachment>	search_email
file with attachment from kennedy about vacation	EMAILSEARCH	 file  with <attachment> attachment </attachment> from <contact_name_from> kennedy </contact_name_from> about <keyword> vacation </keyword>	search_email
find vivs files with vsd attachment	EMAILSEARCH	find <contact_name> viv </contact_name> s  files  with <attachment_type> vsd </attachment_type> <attachment> attachment </attachment>	search_email
davids project update file with attachments	EMAILSEARCH	<contact_name> david </contact_name> s <keyword> project update </keyword>  file  with <attachment> attachments </attachment>	search_email
files with attachment about dogs	EMAILSEARCH	 files  with <attachment> attachment </attachment> about <keyword> dogs </keyword>	search_email
file from robert to cora re chamberlain visit with slides attachments july 2015 to august 2015	EMAILSEARCH	 file  from <contact_name_from> robert </contact_name_from> to <contact_name_to> cora </contact_name_to> re <keyword> chamberlain visit </keyword> with <attachment_type> slides </attachment_type> <attachment> attachments </attachment> <start_date> july 2015 </start_date> to <end_date> august 2015 </end_date>	search_email
files tom with attachment	EMAILSEARCH	 files  <contact_name> tom </contact_name> with <attachment> attachment </attachment>	search_email
mb assignment file from gayatri with xls attachments	EMAILSEARCH	<keyword> mb assignment </keyword>  file  from <contact_name_from> gayatri </contact_name_from> with <attachment_type> xls </attachment_type> <attachment> attachments </attachment>	search_email
find vss attachment	EMAILSEARCH	find <attachment_type> vss </attachment_type> <attachment> attachment </attachment>	search_email
attachment files please	EMAILSEARCH	<attachment> attachment </attachment>  files  please	search_email
attachments from lindsey	EMAILSEARCH	<attachment> attachments </attachment> from <contact_name_from> lindsey </contact_name_from>	search_email
attachment onenote file	EMAILSEARCH	<attachment> attachment </attachment> <attachment_type> onenote </attachment_type>  file 	search_email
show me file from jordan with spec attachments	EMAILSEARCH	show me  file  from <contact_name_from> jordan </contact_name_from> with <attachment_type> spec </attachment_type> attachments	search_email
search for any files with attachments that have topic trip	EMAILSEARCH	search for any  files  with <attachment> attachments </attachment> that have topic <keyword> trip </keyword>	search_email
let me see lauras file that has word attachment	EMAILSEARCH	let me see <contact_name> laura </contact_name> s  file  that has <attachment_type> word </attachment_type> <attachment> attachment </attachment>	search_email
messages from dave with docs attachments	EMAILSEARCH	messages from <contact_name_from> dave </contact_name_from> with <attachment_type> docs </attachment_type> <attachment> attachments </attachment>	search_email
any file with attachments about movies dated in may	EMAILSEARCH	any  file  with <attachment> attachments </attachment> about <keyword> movies </keyword> dated in <start_date> may </start_date>	search_email
file from dwight kruger with vstx attachments	EMAILSEARCH	 file  from <contact_name_from> dwight kruger </contact_name_from> with <attachment_type> vstx </attachment_type> <attachment> attachments </attachment>	search_email
messages including attachments	EMAILSEARCH	messages including <attachment> attachments </attachment>	search_email
file with attachment from last two weeks	EMAILSEARCH	 file  with <attachment> attachment </attachment> from <start_date> last two weeks </start_date>	search_email
file from jack that includes an attachment	EMAILSEARCH	 file  from <contact_name_from> jack </contact_name_from> that includes an <attachment> attachment </attachment>	search_email
attachment with realtor file	EMAILSEARCH	<attachment> attachment </attachment> with <keyword> realtor </keyword>  file 	search_email
show file with vsdx attachments from marie	EMAILSEARCH	show  file  with <attachment_type> vsdx </attachment_type> <attachment> attachments </attachment> from <contact_name_from> marie </contact_name_from>	search_email
files with attachment from ben in last week	EMAILSEARCH	 files  with <attachment> attachment </attachment> from <contact_name_from> ben </contact_name_from> in <start_date> last week </start_date>	search_email
from shuyin about planning with attachment	EMAILSEARCH	from <contact_name_from> shuyin </contact_name_from> about <keyword> planning </keyword> with <attachment> attachment </attachment>	search_email
search file containing attachment	EMAILSEARCH	search  file  containing <attachment> attachment </attachment>	search_email
files with robertson attachment	EMAILSEARCH	 files  with <contact_name> robertson </contact_name> <attachment> attachment </attachment>	search_email
file attachment from saru to kelp	EMAILSEARCH	 file  <attachment> attachment </attachment> from <contact_name_from> saru </contact_name_from> to <contact_name_to> kelp </contact_name_to>	search_email
bring up file with sheet attachments	EMAILSEARCH	bring up  file  with <attachment_type> sheet </attachment_type> <attachment> attachments </attachment>	search_email
sent file with attachments	EMAILSEARCH	<destination_folder> sent </destination_folder>  file  with <attachment> attachments </attachment>	search_email
files with attachment about pop singers	EMAILSEARCH	 files  with <attachment> attachment </attachment> about <keyword> pop singers </keyword>	search_email
sent to bill with attachment	EMAILSEARCH	sent to <contact_name_to> bill </contact_name_to> with <attachment> attachment </attachment>	search_email
look for attachments in file from nancy	EMAILSEARCH	look for <attachment> attachments </attachment> in  file  from <contact_name_from> nancy </contact_name_from>	search_email
january files with an attachment	EMAILSEARCH	<start_date> january </start_date>  files  with an <attachment> attachment </attachment>	search_email
only file s that have attachments	EMAILSEARCH	<emailsearch_other> only </emailsearch_other>  file  s that have <attachment> attachments </attachment>	search_email
files received with attachments from jan 1 to jan 7 2020	EMAILSEARCH	 files  received with <attachment> attachments </attachment> from <start_date> jan 1 </start_date> to <end_date> jan 7 2020 </end_date>	search_email
files from aclu with attachment monthly gift	EMAILSEARCH	 files  from <contact_name_from> aclu </contact_name_from> with <attachment> attachment </attachment> <keyword> monthly gift </keyword>	search_email
documents sent attachments	EMAILSEARCH	<attachment_type> documents </attachment_type> sent <attachment> attachments </attachment>	search_email
file with attachments that i have	EMAILSEARCH	 file  with <attachment> attachments </attachment> that i have	search_email
files with attachments from john	EMAILSEARCH	 files  with <attachment> attachments </attachment> from <contact_name_from> john </contact_name_from>	search_email
please show me attachments in files	EMAILSEARCH	please show me <attachment> attachments </attachment> in  files 	search_email
messages from dave with ppt attachments	EMAILSEARCH	messages from <contact_name_from> dave </contact_name_from> with <attachment_type> ppt </attachment_type> <attachment> attachments </attachment>	search_email
