MessageText	JudgedDomain	JudgedConstraints	JudgedIntent
attachments form last tuesday	EMAILSEARCH	<attachment> attachments </attachment> form <start_date> last tuesday </start_date>	search_email
document from robert with attachment about office party	EMAILSEARCH	 document  from <contact_name_from> robert </contact_name_from> with <attachment> attachment </attachment> about <keyword> office party </keyword>	search_email
documents with program attachment	EMAILSEARCH	 documents  with <keyword> program </keyword> <attachment> attachment </attachment>	search_email
last weeks documents with attachments re sales meeting	EMAILSEARCH	<start_date> last week </start_date> s <keyword>  documents  </keyword> with <attachment> attachments </attachment> re <keyword> sales meeting </keyword>	search_email
document from aria with attachments	EMAILSEARCH	 document  from <contact_name_from> aria </contact_name_from> with <attachment> attachments </attachment>	search_email
find yesterday document with attachment	EMAILSEARCH	find <start_date> yesterday </start_date>  document  with <attachment> attachment </attachment>	search_email
attachment sent vstm	EMAILSEARCH	<attachment> attachment </attachment> sent <attachment_type> vstm </attachment_type>	search_email
message from april 5th with resume attachment	EMAILSEARCH	message from <start_date> april 5th </start_date> with <keyword> resume </keyword> <attachment> attachment </attachment>	search_email
files sent from xinan xu with attachments	EMAILSEARCH	 files  sent from <contact_name_from> xinan xu </contact_name_from> with <attachment> attachments </attachment>	search_email
show document with attachment	EMAILSEARCH	show  document  with <attachment> attachment </attachment>	search_email
document attachments to lucille	EMAILSEARCH	 document  <attachment> attachments </attachment> to <contact_name_to> lucille </contact_name_to>	search_email
to jim attachment png	EMAILSEARCH	to <contact_name_to> jim </contact_name_to> <attachment> attachment </attachment> <attachment_type> png </attachment_type>	search_email
files from sally that has an attachment	EMAILSEARCH	 files  from <contact_name_from> sally </contact_name_from> that has an <attachment> attachment </attachment>	search_email
to bob with attachments	EMAILSEARCH	to <contact_name_to> bob </contact_name_to> with <attachment> attachments </attachment>	search_email
from malik with vsdx attachment	EMAILSEARCH	from <contact_name_from> malik </contact_name_from> with <attachment_type> vsdx </attachment_type> <attachment> attachment </attachment>	search_email
document on vacation with attachment	EMAILSEARCH	 document  on <keyword> vacation </keyword> with <attachment> attachment </attachment>	search_email
view files with excels attachments sent to amanda	EMAILSEARCH	view  files  with <attachment_type> excels </attachment_type> <attachment> attachments </attachment> sent to <contact_name_to> amanda </contact_name_to>	search_email
documents with attachment to jon snow	EMAILSEARCH	 documents  with <attachment> attachment </attachment> to <contact_name_to> jon snow </contact_name_to>	search_email
file sent from abraham jacob on 21st in january with attachments	EMAILSEARCH	 file  sent from <contact_name_from> abraham jacob </contact_name_from> on <start_date> 21st in january </start_date> with <attachment> attachments </attachment>	search_email
document form rudy brown with attachment	EMAILSEARCH	 document  form <contact_name_from> rudy brown </contact_name_from> with <attachment> attachment </attachment>	search_email
files from quinn to jen with attachment	EMAILSEARCH	 files  from <contact_name_from> quinn </contact_name_from> to <contact_name_to> jen </contact_name_to> with <attachment> attachment </attachment>	search_email
document to edith from july with attachments	EMAILSEARCH	 document  to <contact_name_to> edith </contact_name_to> from <start_date> july </start_date> with <attachment> attachments </attachment>	search_email
files from michael with attachment about work	EMAILSEARCH	 files  from <contact_name_from> michael </contact_name_from> with <attachment> attachment </attachment> about <keyword> work </keyword>	search_email
show file with attachments from july	EMAILSEARCH	show  file  with <attachment> attachments </attachment> from <start_date> july </start_date>	search_email
he file from jose with attachments	EMAILSEARCH	he  file  from <contact_name_from> jose </contact_name_from> with <attachment> attachments </attachment>	search_email
april documents with onenotes attachment	EMAILSEARCH	<start_date> april </start_date>  documents  with <attachment_type> onenotes </attachment_type> <attachment> attachment </attachment>	search_email
frontrunner attachment	EMAILSEARCH	<keyword> frontrunner </keyword> <attachment> attachment </attachment>	search_email
file with an attachment from last week	EMAILSEARCH	 file  with an <attachment> attachment </attachment> from <start_date> last week </start_date>	search_email
documents with attachment on music	EMAILSEARCH	 documents  with <attachment> attachment </attachment> on <keyword> music </keyword>	search_email
attachment files from goku spec	EMAILSEARCH	<attachment> attachment </attachment>  files  from <contact_name_from> goku </contact_name_from> <attachment_type> spec </attachment_type>	search_email
document about zoning law attachment	EMAILSEARCH	 document  about <keyword> zoning law </keyword> <attachment> attachment </attachment>	search_email
document from paul with decks attachments	EMAILSEARCH	 document  from <contact_name_from> paul </contact_name_from> with <attachment_type> decks </attachment_type> <attachment> attachments </attachment>	search_email
attachment file from goku vssm	EMAILSEARCH	<attachment> attachment </attachment>  file  from <contact_name_from> goku </contact_name_from> <attachment_type> vssm </attachment_type>	search_email
search for all document with excel attachments	EMAILSEARCH	search for <emailsearch_other> all </emailsearch_other>  document  with <attachment_type> excel </attachment_type> <attachment> attachments </attachment>	search_email
monthly statement documents received last month with attachments	EMAILSEARCH	<keyword> monthly statement </keyword>  documents  received <start_date> last month </start_date> with <attachment> attachments </attachment>	search_email
documents from robert with attachment about office party	EMAILSEARCH	 documents  from <contact_name_from> robert </contact_name_from> with <attachment> attachment </attachment> about <keyword> office party </keyword>	search_email
show file with attachments about furniture	EMAILSEARCH	show  file  with <attachment> attachments </attachment> about <keyword> furniture </keyword>	search_email
files received from may with attachments	EMAILSEARCH	 files  received from <start_date> may </start_date> with <attachment> attachments </attachment>	search_email
attachment file please	EMAILSEARCH	<attachment> attachment </attachment>  file  please	search_email
document with attachment about butterfly	EMAILSEARCH	 document  with <attachment> attachment </attachment> about <keyword> butterfly </keyword>	search_email
to jim attachment words	EMAILSEARCH	to <contact_name_to> jim </contact_name_to> <attachment> attachment </attachment> <attachment_type> words </attachment_type>	search_email
